,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre14.g625450.t1.2|PACid:30776587|","1","1","80.64",,"1.05016451569403","Condition 2","Condition 1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","183.737744936766","192.954859926233","183.737744936766","218.862411499012"
"Cre12.g536000.t1.2|PACid:30793103|","1","1","25.3",,"1.56251822491552","Condition 2","Condition 1","aminophospholipid ATPase 3","140.119163818408","218.938747126186","140.119163818408","248.335088242548"
"Cre24.g755997.t1.1|PACid:30782899|","1","1","41.08",,"1.09369087493027","Condition 2","Condition 1","Pherophorin-C18 (PHC18) [PMID: 16367971]; partial sequence similar to extracellular matrix protein (cell wall protein) pherophorin-C5 [Genbank entry DQ196111], which belongs to the large pherophorin-family, a family of glycoproteins with a central h","196.134766299337","214.510804158167","196.134766299337","243.312616788182"
"Cre16.g664650.t1.2|PACid:30776976|","1","1","26.09",,"1.25424062715932","Condition 2","Condition 1","None","604.111514309369","757.701204581552","604.111514309369","859.435791841797"
"Cre06.g296900.t1.2|PACid:30779591|","1","1","23.3",,"1.27789136241262","Condition 2","Condition 1","None","210.794042944383","269.371886726663","210.794042944383","305.539755472212"
"Cre10.g439650.t1.2|PACid:30790859|","1","1","38.27",,"1.01324666493109","Condition 2","Condition 1","conserved oligomeric Golgi complex component-related / COG complex component-related","273.203342382432","276.822375517025","273.203342382432","313.990602183866"
"Cre09.g389150.t1.2|PACid:30780570|","1","1","28.51",,"2.93019038401924","Condition 1","Condition 2","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]","238.4795186762","81.3870388684731","238.4795186762","92.3146667481071"
"Cre07.g344300.t1.2|PACid:30774961|","1","1","35.27",,"1.07618277694864","Condition 1","Condition 2","None","228.475312576394","212.301588048271","228.475312576394","240.806774926934"
"Cre03.g172250.t1.1|PACid:30788084|","1","1","30.85",,"3.16630502960485","Condition 1","Condition 2","GTP binding;GTP binding","284.541501721628","89.8654738129064","284.541501721628","101.931479293723"
"Cre13.g592050.t1.2|PACid:30784215|","1","1","50.89",,"2.35070483640155","Condition 2","Condition 1","allantoinase","221.061745837536","519.650915083668","221.061745837536","589.423103706017"
"Cre16.g655600.t1.2|PACid:30776890|","1","1","31.35",,"4.25416167879578","Condition 1","Condition 2","None","636.214183510647","149.551011820204","636.214183510647","169.63084061008"
"Cre02.g076500.t1.2|PACid:30786298|","1","1","33.8",,"1.0501987470506","Condition 2","Condition 1","None","587.787795611314","617.294006482635","587.787795611314","700.176481247099"
"Cre03.g189450.t1.2|PACid:30787501|","1","1","65.54",,"1.29624314166789","Condition 2","Condition 1","None","517.604417215495","670.94117591259","517.604417215495","761.026717805145"
"Cre14.g628200.t1.1|PACid:30776190|","1","1","18.94",,"1.18240687440634","Condition 2","Condition 1","Protein kinase superfamily protein","105.202713623008","124.392411794047","105.202713623008","141.094260221439"
"Cre12.g554850.t1.2|PACid:30792428|","1","1","51.85",,"10.7517232340328","Condition 1","Condition 2","thioredoxin H-type 1","313.660432899531","29.1730382257878","313.660432899531","33.0900268554508"
"Cre02.g111800.t1.2|PACid:30785736|","1","1","105.85",,"1.43100124750423","Condition 2","Condition 1","None","103.798310580794","148.535511929948","103.798310580794","168.478992167686"
"Cre08.g362300.t1.1|PACid:30773586|","1","1","44.73",,"1.29217914019907","Condition 1","Condition 2","None","193.739095980492","149.932072073726","193.739095980492","170.063064841406"
"Cre02.g086700.t1.2|PACid:30785991|","1","1","70.54",,"1.66908069012322","Condition 2","Condition 1","conserved oligomeric Golgi complex component-related / COG complex component-related","249.869880780162","417.052993053558","249.869880780162","473.049623199323"
"Cre09.g393350.t1.2|PACid:30780624|","1","1","27.97",,"2.15884997802827","Condition 1","Condition 2","None","363.383462735556","168.32270256567","363.383462735556","190.922957875419"
"Cre17.g712200.t1.1|PACid:30782669|","1","1","36.07",,"2.04620543677366","Condition 1","Condition 2","ubiquitin-specific protease 23","416.804118999502","203.696125280898","416.804118999502","231.045878860091"
"Cre02.g085550.t1.2|PACid:30785526|","1","1","23.33",,"3.00364179877291","Condition 1","Condition 2","None","227.689101865813","75.8043458973144","227.689101865813","85.9823999848159"
"Cre17.g727550.t1.1|PACid:30782763|","1","1","43.33",,"1.23830201642176","Condition 2","Condition 1","None","117.150757718544","145.068019508211","117.150757718544","164.545928478251"
"Cre02.g113250.t1.1|PACid:30784983|","1","1","67.83",,"1.0094170409224","Condition 2","Condition 1","transducin family protein / WD-40 repeat family protein","227.764601844294","229.909470420535","227.764601844294","260.778822269292"
"Cre09.g408300.t1.2|PACid:30781492|","1","1","19.32",,"1.11091129698251","Condition 1","Condition 2","None","145.834460014963","131.274621485156","145.834460014963","148.9005264643"
"Cre16.g664400.t1.2|PACid:30778042|","1","1","37.15",,"4.93535761242257","Condition 1","Condition 2","None","316.456458829216","64.120269224803","316.456458829216","72.729532460967"
"Cre10.g439600.t1.1|PACid:30790839|","1","1","38.2",,"1.88343327143701","Condition 1","Condition 2","Root hair defective 3 GTP-binding protein (RHD3)","269.306761403445","142.987153029303","269.306761403445","162.185669422038"
"Cre12.g558400.t1.1|PACid:30792052|","1","1","42.31",,"1.43690027153297","Condition 1","Condition 2","None","875.265868504505","609.134736658319","875.265868504505","690.921687299417"
"Cre26.g756647.t1.1|PACid:30778312|","1","1","15.5",,"1.98629213080761","Condition 2","Condition 1","None","606.072876003171","1203.83778430103","606.072876003171","1365.47397990638"
"Cre01.g045650.t1.2|PACid:30789484|","1","1","54.97",,"1.5993815806145","Condition 1","Condition 2","DnaJ/Hsp40 cysteine-rich domain superfamily protein","430.189517193342","268.972409340902","430.189517193342","305.086641287784"
"Cre12.g496200.t1.2|PACid:30793198|","1","1","58.71",,"1.84843711018997","Condition 2","Condition 1","ARM repeat superfamily protein","276.690187648952","511.444410875751","276.690187648952","580.114733335828"
"Cre05.g242500.t1.2|PACid:30783108|","1","1","36.33",,"3.28854368754309","Condition 2","Condition 1","Flagellar radial spoke protein 4 (RSP4), a component of the radial spoke head; gene originally termed PF1 [PMID: 7204490; PMID: 1508197; PMID: 16507594; GI:401050]","756.893842043639","2489.07846639284","756.893842043639","2823.28061481979"
"Cre12.g544000.t1.2|PACid:30793444|","1","1","34.18",,"1.80378668127522","Condition 2","Condition 1","NAD(P)-linked oxidoreductase superfamily protein","734.168979116257","1324.28422633533","734.168979116257","1502.09245518179"
"Cre07.g343200.t1.2|PACid:30775060|","1","1","21.48",,"1.09043427018772","Condition 1","Condition 2","None","209.502674889514","192.127742695988","209.502674889514","217.924239370707"
"Cre03.g193750.t1.1|PACid:30787415|","1","1","39.29",,"1.6538616737213","Condition 2","Condition 1","Glycine cleavage T-protein family","207.069861812676","342.464908234751","207.069861812676","388.446788532303"
"Cre12.g516350.t1.2|PACid:30793084|","1","0","40.89",,,"---","---","cytochrome c oxidase 10",,,"0","0"
"Cre15.g639600.t1.1|PACid:30783712|","1","1","37.15",,"1.68023143800115","Condition 1","Condition 2","None","573.24420300646","341.169787709964","573.24420300646","386.977775513688"
"Cre12.g555951.t1.1|PACid:30793031|","1","1","20.61",,"1.33494609469176","Condition 2","Condition 1","Cytidine/deoxycytidylate deaminase family protein","188.591125310797","251.758986227173","188.591125310797","285.562016231624"
"Cre06.g308950.t1.2|PACid:30779526|","1","1","28.07",,"2.32728612353419","Condition 1","Condition 2","VIRB2-interacting protein 1","235.123566627382","101.02907599102","235.123566627382","114.593989554681"
"Cre12.g561450.t1.2|PACid:30793233|","1","1","25.94",,"1.14353148334397","Condition 2","Condition 1","None","146.026546535195","166.985953366988","146.026546535195","189.40672680819"
"Cre12.g540076.t1.1|PACid:30793437|","1","1","52.99",,"2.07031354180887","Condition 2","Condition 1","global transcription factor C","99.4808485246161","205.95654785115","99.4808485246161","233.609802541108"
"Cre03.g148450.t1.1|PACid:30786687|","1","1","17.5",,"2.61374234007803","Condition 1","Condition 2","Thioesterase/thiol ester dehydrase-isomerase superfamily protein","640.697080906527","245.126335171737","640.697080906527","278.038816219046"
"Cre14.g621850.t1.1|PACid:30776616|","1","1","41.03",,"1.0875931033306","Condition 1","Condition 2","None","254.192646973247","233.720355705472","254.192646973247","265.101385296345"
"Cre08.g381702.t1.1|PACid:30773755|","1","1","30.59",,"1.26534857572978","Condition 2","Condition 1","aldehyde dehydrogenase 5F1","157.541195799364","199.344527723492","157.541195799364","226.11000351779"
"Cre16.g677900.t1.1|PACid:30777634|","1","1","87.78",,"1.64362074773936","Condition 1","Condition 2","None","805.291064628064","489.949439817953","805.291064628064","555.733687931687"
"Cre12.g489750.t1.2|PACid:30791845|","1","1","43.26",,"1.10435879921431","Condition 1","Condition 2","Transducin family protein / WD-40 repeat family protein","280.423517287982","253.9242839261","280.423517287982","288.018042870091"
"Cre05.g234657.t1.1|PACid:30783090|","1","1","35.98",,"1.20476694513389","Condition 1","Condition 2","DHBP synthase RibB-like alpha/beta domain","170.183297041323","141.25827217347","170.183297041323","160.224656191032"
"Cre07.g329000.t1.2|PACid:30774881|","1","1","41.22",,"26.7696987590112","Condition 2","Condition 1","Protein of unknown function (DUF3464)","11.5955200195526","310.408577877507","11.5955200195526","352.086337344509"
"Cre05.g247250.t1.1|PACid:30783089|","1","1","34.97",,"1.079926268955","Condition 2","Condition 1","None","181.029928081203","195.498974801926","181.029928081203","221.748118119916"
"gi|41179015|ref|NP_958370.1|","1","1","31.47",,"5.78565185291227","Condition 2","Condition 1","ribosomal protein S19 (chloroplast) [Chlamydomonas reinhardtii]","18.6464977768217","107.882144412793","18.6464977768217","122.367201805103"
"Cre06.g271200.t1.2|PACid:30779954|","1","1","40.51",,"4.44277623621831","Condition 2","Condition 1","monodehydroascorbate reductase 4","42.2055280389556","187.509717008518","42.2055280389556","212.686163280214"
"Cre03.g199100.t1.2|PACid:30787097|","1","1","18.16",,"1.50760254561938","Condition 1","Condition 2","None","154.233332951509","102.303709555057","154.233332951509","116.039764881145"
"Cre07.g349050.t1.2|PACid:30774329|","1","1","35.28",,"1.3931365258027","Condition 1","Condition 2","MIF4G domain-containing protein / MA3 domain-containing protein","621.943954517532","446.43431781331","621.943954517532","506.375902684655"
"Cre02.g107850.t1.2|PACid:30785278|","1","1","34.92",,"3.60507049492293","Condition 1","Condition 2","Mob1/phocein family protein","194.159981297979","53.8574714617695","194.159981297979","61.0887753014796"
"Cre17.g720750.t1.2|PACid:30782685|","1","1","26.93",,"1.58917680552153","Condition 1","Condition 2","Nucleotidyltransferase family protein","541.215249592286","340.563270060233","541.215249592286","386.289822302831"
"Cre13.g607600.t1.1|PACid:30784091|","1","1","49.77",,"5.60802258991827","Condition 2","Condition 1","Nucleotidylyl transferase superfamily protein","84.0926209688153","471.593318038551","84.0926209688153","534.912937006079"
"Cre17.g727450.t1.2|PACid:30782740|","1","1","57.56",,"1.58707493299627","Condition 1","Condition 2","Ypt/Rab-GAP domain of gyp1p superfamily protein","332.857852123415","209.730394704808","332.857852123415","237.890354082205"
"Cre16.g669900.t1.2|PACid:30777633|","1","1","39.71",,"3.10055330246198","Condition 1","Condition 2","None","660.295318548449","212.960479674433","660.295318548449","241.554134233009"
"Cre06.g307650.t1.1|PACid:30778722|","1","1","13.78",,"1.55195616782039","Condition 1","Condition 2","None","102.958962842783","66.3414115537691","102.958962842783","75.2489018439714"
"Cre11.g483200.t1.2|PACid:30775974|","1","1","49.05",,"1.65405700098516","Condition 2","Condition 1","None","168.657140979544","278.968524803356","168.657140979544","316.424909401745"
"Cre02.g084400.t1.2|PACid:30785711|","1","1","58.15",,"1.44613197352952","Condition 2","Condition 1","P4H isoform 2","107.303344726588","155.17479767578","107.303344726588","176.009717693435"
"Cre12.g535950.t1.2|PACid:30793514|","1","0","72.83",,,"---","---","NADH-ubiquinone dehydrogenase, mitochondrial, putative",,,"0","0"
"Cre17.g728200.t1.1|PACid:30782729|","1","1","67.79",,"1.68808504590312","Condition 2","Condition 1","sequence-specific DNA binding transcription factors;DNA binding;DNA binding","213.98462096558","361.224238705243","213.98462096558","409.724885940414"
"Cre01.g026050.t1.1|PACid:30788329|","1","1","25.91",,"6.11295756114178","Condition 1","Condition 2","None","535.798312016385","87.6496044111761","535.798312016385","99.4180908202999"
"Cre17.g742700.t1.1|PACid:30781655|","1","1","42.98",,"Infinity","Condition 1","Condition 2","SET domain protein 2","156.793094593782","0","156.793094593782","0"
"Cre11.g480800.t1.2|PACid:30775800|","1","1","44.23",,"1.66168501903986","Condition 2","Condition 1","PIN domain-like family protein","268.755678935401","446.587285468843","268.755678935401","506.549408912921"
"Cre14.g612000.t1.2|PACid:30776365|","1","1","24.84",,"3.69730455688059","Condition 1","Condition 2","Protein kinase family protein with ARM repeat domain","154.09048348989","41.6764378263433","154.09048348989","47.2722256845424"
"Cre01.g054500.t1.2|PACid:30788821|","1","1","30.97",,"3.20758720807476","Condition 2","Condition 1","None","24.7266235351576","79.3128013502519","24.7266235351576","89.9619267060414"
"Cre12.g508000.t1.1|PACid:30792702|","1","1","39.72",,"1.08406021337265","Condition 1","Condition 2","hydroxyproline-rich glycoprotein family protein","133.645418828895","123.282283751663","133.645418828895","139.835078148898"
"Cre02.g106700.t1.1|PACid:30785016|","1","1","21.85",,"1.06004248420631","Condition 1","Condition 2","None","366.098869884539","345.362450410325","366.098869884539","391.733376225449"
"Cre03.g203457.t1.1|PACid:30786569|","1","1","42.18",,"3.32352001437225","Condition 1","Condition 2","Calcium-binding EF-hand family protein","123.755806895554","37.2363657689389","123.755806895554","42.2359965992298"
"Cre08.g361350.t1.2|PACid:30773719|","1","1","42.66",,"1.82252484405837","Condition 1","Condition 2","None","347.31765007928","190.569500992852","347.31765007928","216.156776571496"
"Cre09.g386200.t1.1|PACid:30780691|","1","1","25.09",,"7.89773392738287","Condition 1","Condition 2","None","1135.09073713021","143.723598131693","1135.09073713021","163.020995109648"
"Cre10.g466400.t1.1|PACid:30790685|","1","1","62.71",,"1.15914602142537","Condition 2","Condition 1","DNA binding","305.653561138774","354.297109328505","305.653561138774","401.867668761545"
"Cre16.g687518.t1.1|PACid:30778246|","1","1","67.35",,"1.49631810429809","Condition 2","Condition 1","Eukaryotic translation initiation factor 2B (eIF-2B) family protein","265.580363581606","397.392706173227","265.580363581606","450.749600287038"
